clock,mode,target_id,dist,source_x,source_y,source_z,target_x,target_y,target_z,target_vx,target_vy,target_vz,ship_vx,ship_vy,ship_vz,future_x,future_y,future_z,flight_time,present_yaw,lead_yaw_delta,world_yaw,world_pitch,rel_yaw,rel_pitch,yaw_dt,yaw_error,yaw_integral,yaw_derivative,target_yaw_rate,raw_output,final_output,motor_output,motor_signal,motor_left,motor_right,local_cannon_yaw,velocity_compensation,shell_visible,shell_seq,shell_type,shell_x,shell_y,shell_z,shell_dt,shell_vx,shell_vy,shell_vz,shell_speed,shell_dist_source,shell_dist_target,shell_horizontal_source,shell_vertical_from_source,shell_expected_y_from_pitch,shell_y_error_vs_solver
4832.350000,LOCK,17.000000,154.182555,4560.620797,41.657524,5822.314224,4487.204804,46.623594,5957.804779,6.296090,0.069624,0.475844,0.063774,-0.000564,0.037689,4490.989837,46.666252,5958.070071,0.631969,208.451192,-1.297307,207.153885,2.422180,-4.522204,2.294392,0.200000,-4.522204,6.555012,-0.244516,1.067777,-6.065787,-3.930233,-4.003060,4.000000,4.000000,0.000000,0.000000,0.961396,0.000000,,,,,,,,,,,,,,,,
4832.600000,LOCK,17.000000,153.451435,4560.638061,41.657364,5822.324317,4489.023370,46.643123,5957.948139,6.707921,0.070551,0.553922,0.065555,-0.000608,0.037930,4493.036914,46.686151,5958.259122,0.628745,207.835809,-1.394391,206.441419,2.433777,-4.710596,2.312256,0.250000,-4.710596,5.377363,-0.473588,1.043151,-6.555002,-4.468700,-4.282444,4.000000,4.000000,0.000000,0.000000,0.961396,0.000000,,,,,,,,,,,,,,,,
4832.800000,LOCK,17.000000,152.936988,4560.651185,41.657245,5822.331851,4490.344133,46.656841,5958.058211,7.112740,0.072452,0.593391,0.066245,-0.000602,0.037720,4494.579268,46.700781,5958.391369,0.626346,207.384422,-1.482730,205.901692,2.445374,-4.853737,2.328703,0.200000,-4.853737,4.406616,-0.582540,1.086945,-6.887415,-4.713525,-4.541093,5.000000,5.000000,0.000000,0.000000,0.959952,0.000000,,,,,,,,,,,,,,,,
4833.050000,LOCK,17.000000,152.357718,4560.666612,41.657099,5822.340551,4491.870697,46.672223,5958.189161,6.340419,0.062830,0.563715,0.065739,-0.000630,0.036713,4495.632625,46.710303,5958.504340,0.624826,206.858385,-1.328504,205.529882,2.451172,-4.761448,2.338207,0.250000,-4.761448,3.216254,-0.154277,1.130465,-6.438120,-4.177190,-4.322751,4.000000,4.000000,0.000000,0.000000,0.959952,0.000000,,,,,,,,,,,,,,,,
4833.250000,LOCK,17.000000,151.907099,4560.680995,41.656967,5822.348521,4493.095751,46.684218,5958.299719,6.050138,0.058431,0.553921,0.076031,-0.000694,0.041720,4496.668498,46.719613,5958.605156,0.623319,206.433290,-1.269452,205.163838,2.456970,-4.696619,2.347654,0.200000,-4.696619,2.276930,0.061012,1.101894,-6.178291,-3.974504,-4.113803,4.000000,4.000000,0.000000,0.000000,0.959952,0.000000,,,,,,,,,,,,,,,,
4833.500000,LOCK,17.000000,151.295535,4560.701190,41.656767,5822.359462,4494.849344,46.682692,5958.479311,6.429408,-0.234324,0.870073,0.073043,-0.000742,0.039104,4498.673267,46.542134,5958.978641,0.621139,205.816696,-1.397668,204.419028,2.393188,-4.840140,2.290965,0.250000,-4.840140,1.066895,-0.224781,1.060269,-6.628944,-4.508406,-4.350565,4.000000,4.000000,0.000000,0.000000,0.968883,0.000000,,,,,,,,,,,,,,,,
4833.700000,LOCK,17.000000,150.947109,4560.715436,41.656631,5822.367022,4496.102239,46.579015,5958.697263,6.660400,-0.960375,1.478854,0.069917,-0.000645,0.036769,4500.065553,46.001679,5959.564074,0.620894,205.358434,-1.509936,203.848498,2.190247,-4.989839,2.093524,0.200000,-4.989839,0.068927,-0.460452,1.100108,-7.060376,-4.860159,-4.656322,5.000000,5.000000,0.000000,0.000000,0.968883,0.000000,,,,,,,,,,,,,,,,
4833.950000,LOCK,17.000000,150.628971,4560.731612,41.656470,5822.375442,4497.617233,46.321083,5959.064517,6.492014,-1.275206,1.697263,0.069331,-0.000727,0.035730,4501.476289,45.555064,5960.062502,0.620360,204.784509,-1.499287,203.285223,2.016296,-5.076843,1.925198,0.250000,-5.076843,-1.200283,-0.409855,1.163896,-7.191276,-4.863483,-4.780619,5.000000,5.000000,0.000000,0.000000,0.968883,0.000000,,,,,,,,,,,,,,,,
4834.150000,LOCK,17.000000,150.408980,4560.746279,41.656326,5822.382933,4498.853714,46.067359,5959.396489,6.010974,-1.289998,1.656114,0.077972,-0.000731,0.039452,4502.448190,45.286039,5960.375682,0.619920,204.309924,-1.407222,202.902702,1.917725,-5.028792,1.830692,0.200000,-5.028792,-2.206042,-0.117306,1.180827,-6.911528,-4.549874,-4.642172,5.000000,5.000000,0.000000,0.000000,0.977590,0.000000,,,,,,,,,,,,,,,,
4834.400000,LOCK,17.000000,150.156592,4560.767960,41.656104,5822.393748,4500.463472,45.704523,5959.849128,5.707194,-1.323919,1.619006,0.084388,-0.000900,0.041525,4503.866014,44.903658,5960.803464,0.619218,203.688044,-1.339875,202.348170,1.772766,-4.949947,1.691700,0.250000,-4.949947,-3.443528,0.077403,1.131550,-6.636796,-4.373695,-4.481086,4.000000,4.000000,0.000000,0.000000,0.977590,0.000000,,,,,,,,,,,,,,,,
4834.600000,LOCK,17.000000,149.993010,4560.784980,41.655931,5822.402030,4501.595631,45.437302,5960.170768,6.149553,-1.480463,1.744508,0.085751,-0.000851,0.041276,4505.260837,44.542686,5961.200032,0.618497,203.249729,-1.446561,201.803168,1.633606,-5.000277,1.558278,0.200000,-5.000277,-4.443584,-0.070671,1.119612,-6.827532,-4.588308,-4.545419,5.000000,5.000000,0.000000,0.000000,0.977590,0.000000,,,,,,,,,,,,,,,,
4834.850000,LOCK,17.000000,149.802260,4560.804288,41.655726,5822.411201,4503.006055,45.097926,5960.571371,6.089205,-1.465760,1.728173,0.078120,-0.000879,0.036651,4506.630941,44.214288,5961.591201,0.617858,202.701617,-1.434024,201.267593,1.506042,-4.977167,1.436563,0.250000,-4.977167,-5.687875,0.002728,1.153511,-6.736440,-4.429418,-4.475819,4.000000,4.000000,0.000000,0.000000,0.976314,0.000000,,,,,,,,,,,,,,,,
4835.050000,LOCK,17.000000,149.656234,4560.820339,41.655560,5822.418660,4504.168301,44.819755,5960.901594,5.660663,-1.346308,1.609204,0.082452,-0.000803,0.037881,4507.529917,44.008629,5961.848311,0.617475,202.248998,-1.331995,200.917003,1.430664,-4.864879,1.365235,0.200000,-4.864879,-6.660851,0.254150,1.152872,-6.362471,-4.056726,-4.224363,4.000000,4.000000,0.000000,0.000000,0.976314,0.000000,,,,,,,,,,,,,,,,
4835.300000,LOCK,17.000000,149.470961,4560.841926,41.655322,5822.428431,4505.773129,44.442249,5961.357294,5.856624,-1.363679,1.664206,0.076329,-0.000903,0.034054,4509.252867,43.621609,5962.338463,0.616803,201.622446,-1.381991,200.240456,1.279907,-4.922163,1.221921,0.250000,-4.922163,-7.891392,0.036671,1.102098,-6.611138,-4.406943,-4.333911,4.000000,4.000000,0.000000,0.000000,0.976314,0.000000,,,,,,,,,,,,,,,,
4835.500000,LOCK,17.000000,149.350818,4560.856859,41.655164,5822.435030,4506.916515,44.177098,5961.682098,6.065946,-1.400486,1.722983,0.073025,-0.000725,0.031976,4510.537104,43.331243,5962.703573,0.616363,201.174947,-1.440072,199.734875,1.169739,-5.001223,1.117367,0.200000,-5.001223,-8.891636,-0.157717,1.116939,-6.885675,-4.651798,-4.524643,5.000000,5.000000,0.000000,0.000000,0.980415,0.000000,,,,,,,,,,,,,,,,
